content,Sentimen,word_count,char_count,punc_count,processed_reviews,normalized_reviews,tokens,stopword_removed,stemmed_reviews,joined_stemmed_reviews,stopword_removed_custom,stemmed_reviews_custom
"Saya ketinggalan Kunci sepeda motor, alhamdulilah petugas nya baik & saya bisa ambil di terminal Porong, sukses untuk semua petugas trans jatim",POSITIF,22,122,3,"['saya', 'ketinggalan', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'petugas', 'nya', 'baik', 'saya', 'bisa', 'ambil', 'di', 'terminal', 'porong', 'sukses', 'untuk', 'semua', 'petugas', 'trans', 'jatim']","['saya', 'ketinggalan', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'petugas', 'nya', 'baik', 'saya', 'bisa', 'ambil', 'di', 'terminal', 'porong', 'sukses', 'untuk', 'semua', 'petugas', 'trans', 'jatim']","['saya', 'ketinggalan', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'petugas', 'nya', 'baik', 'saya', 'bisa', 'ambil', 'di', 'terminal', 'porong', 'sukses', 'untuk', 'semua', 'petugas', 'trans', 'jatim']","['ketinggalan', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'petugas', 'nya', 'ambil', 'terminal', 'porong', 'sukses', 'petugas', 'trans', 'jatim']","['tinggal', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'tugas', 'nya', 'ambil', 'terminal', 'porong', 'sukses', 'tugas', 'trans', 'jatim']",tinggal kunci sepeda motor alhamdulilah tugas nya ambil terminal porong sukses tugas trans jatim,"['ketinggalan', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'petugas', 'ambil', 'terminal', 'porong', 'sukses', 'petugas', 'trans', 'jatim']","['tinggal', 'kunci', 'sepeda', 'motor', 'alhamdulilah', 'tugas', 'ambil', 'terminal', 'porong', 'sukses', 'tugas', 'trans', 'jatim']"
"jarak terlalu jauh, kadang sudah nunggu lama ternyata sudah penuh, nunggu lama lagi, tolong di percepat jarak antara bus, trima kasih",NEGATIF,21,113,4,"['jarak', 'terlalu', 'jauh', 'kadang', 'sudah', 'nunggu', 'lama', 'ternyata', 'sudah', 'penuh', 'nunggu', 'lama', 'lagi', 'tolong', 'di', 'percepat', 'jarak', 'antara', 'bus', 'trima', 'kasih']","['jarak', 'terlalu', 'jauh', 'kadang', 'sudah', 'menunggu', 'lama', 'ternyata', 'sudah', 'penuh', 'menunggu', 'lama', 'lagi', 'tolong', 'di', 'percepat', 'jarak', 'antara', 'bus', 'trima', 'kasih']","['jarak', 'terlalu', 'jauh', 'kadang', 'sudah', 'menunggu', 'lama', 'ternyata', 'sudah', 'penuh', 'menunggu', 'lama', 'lagi', 'tolong', 'di', 'percepat', 'jarak', 'antara', 'bus', 'trima', 'kasih']","['jarak', 'kadang', 'menunggu', 'penuh', 'menunggu', 'tolong', 'percepat', 'jarak', 'bus', 'trima', 'kasih']","['jarak', 'kadang', 'tunggu', 'penuh', 'tunggu', 'tolong', 'cepat', 'jarak', 'bus', 'trima', 'kasih']",jarak kadang tunggu penuh tunggu tolong cepat jarak bus trima kasih,"['jarak', 'kadang', 'menunggu', 'penuh', 'menunggu', 'tolong', 'percepat', 'jarak', 'bus', 'trima', 'kasih']","['jarak', 'kadang', 'tunggu', 'penuh', 'tunggu', 'tolong', 'cepat', 'jarak', 'bus', 'trima', 'kasih']"
"Antrian penumpang nunggu bis lama bnget, dua kali naik ac mati di tol. bis terlalu di paksakan, armada nggak ditambah.",NEGATIF,20,99,4,"['antrian', 'penumpang', 'nunggu', 'bis', 'lama', 'bnget', 'dua', 'kali', 'naik', 'ac', 'mati', 'di', 'tol', 'bis', 'terlalu', 'di', 'paksakan', 'armada', 'nggak', 'ditambah']","['antrian', 'penumpang', 'menunggu', 'bus', 'lama', 'bnget', 'dua', 'kali', 'naik', 'ac', 'mati', 'di', 'tol', 'bus', 'terlalu', 'di', 'paksakan', 'armada', 'nggak', 'ditambah']","['antrian', 'penumpang', 'menunggu', 'bus', 'lama', 'bnget', 'dua', 'kali', 'naik', 'ac', 'mati', 'di', 'tol', 'bus', 'terlalu', 'di', 'paksakan', 'armada', 'nggak', 'ditambah']","['antrian', 'penumpang', 'menunggu', 'bus', 'bnget', 'kali', 'ac', 'mati', 'tol', 'bus', 'paksakan', 'armada', 'nggak', 'ditambah']","['antri', 'tumpang', 'tunggu', 'bus', 'bnget', 'kali', 'ac', 'mati', 'tol', 'bus', 'paksa', 'armada', 'nggak', 'tambah']",antri tumpang tunggu bus bnget kali ac mati tol bus paksa armada nggak tambah,"['antrian', 'penumpang', 'menunggu', 'bus', 'bnget', 'kali', 'ac', 'mati', 'tol', 'bus', 'paksakan', 'armada', 'nggak', 'ditambah']","['antri', 'tumpang', 'tunggu', 'bus', 'bnget', 'kali', 'ac', 'mati', 'tol', 'bus', 'paksa', 'armada', 'nggak', 'tambah']"
peminat byk....bis nya kecil apalagi pas hr sabtu/libur pasti over kapasitas,NEGATIF,11,66,5,"['peminat', 'bykbis', 'nya', 'kecil', 'apalagi', 'pas', 'hr', 'sabtulibur', 'pasti', 'kapasitas']","['peminat', 'bykbis', 'nya', 'kecil', 'apalagi', 'pas', 'hr', 'sabtulibur', 'pasti', 'kapasitas']","['peminat', 'bykbis', 'nya', 'kecil', 'apalagi', 'pas', 'hr', 'sabtulibur', 'pasti', 'kapasitas']","['peminat', 'bykbis', 'nya', 'pas', 'hr', 'sabtulibur', 'kapasitas']","['minat', 'bykbis', 'nya', 'pas', 'hr', 'sabtulibur', 'kapasitas']",minat bykbis nya pas hr sabtulibur kapasitas,"['peminat', 'bykbis', 'pas', 'hr', 'sabtulibur', 'kapasitas']","['minat', 'bykbis', 'pas', 'hr', 'sabtulibur', 'kapasitas']"
mohon tambah rute di surabaya utara,POSITIF,6,30,0,"['mohon', 'tambah', 'rute', 'di', 'surabaya', 'utara']","['mohon', 'tambah', 'rute', 'di', 'surabaya', 'utara']","['mohon', 'tambah', 'rute', 'di', 'surabaya', 'utara']","['mohon', 'rute', 'surabaya', 'utara']","['mohon', 'rute', 'surabaya', 'utara']",mohon rute surabaya utara,"['mohon', 'rute', 'surabaya', 'utara']","['mohon', 'rute', 'surabaya', 'utara']"
"Armadanya bisa di tambahin, akan semakin bnyak lebih enak, karna bisa antri 2 jam lebih untuk dapat bis",NEGATIF,18,86,2,"['armadanya', 'bisa', 'di', 'tambahin', 'akan', 'semakin', 'bnyak', 'lebih', 'enak', 'karna', 'bisa', 'antri', 'jam', 'lebih', 'untuk', 'dapat', 'bis']","['armadanya', 'bisa', 'di', 'tambahin', 'akan', 'semakin', 'banyak', 'lebih', 'enak', 'karna', 'bisa', 'antri', 'jam', 'lebih', 'untuk', 'dapat', 'bus']","['armadanya', 'bisa', 'di', 'tambahin', 'akan', 'semakin', 'banyak', 'lebih', 'enak', 'karna', 'bisa', 'antri', 'jam', 'lebih', 'untuk', 'dapat', 'bus']","['armadanya', 'tambahin', 'enak', 'karna', 'antri', 'jam', 'bus']","['armada', 'tambahin', 'enak', 'karna', 'antri', 'jam', 'bus']",armada tambahin enak karna antri jam bus,"['armadanya', 'tambahin', 'enak', 'karna', 'antri', 'jam', 'bus']","['armada', 'tambahin', 'enak', 'karna', 'antri', 'jam', 'bus']"
"Saya beri masukan untuk bus trans Jatim semoga lebih maju untuk kedepannya dan bisa bermanfaat untuk masyarakat semua... Untuk bus trans Jatim kan sudah banyak kira"" kapan dibuatkan rute Surabaya-krian-menganti-bunder ya kak? Untuk rute tersebut kan juga rame siswa/i dan orang kerja nya... Dan jika naik angkutan (Len) pun itu sulit untuk mencarinya... Saya harap bus trans Jatim bisa membuat rute terbaru yaitu rute tersebut ya kak...",NEGATIF,67,370,20,"['saya', 'beri', 'masukan', 'untuk', 'bus', 'trans', 'jatim', 'semoga', 'lebih', 'maju', 'untuk', 'kedepannya', 'dan', 'bisa', 'bermanfaat', 'untuk', 'masyarakat', 'semua', 'untuk', 'bus', 'trans', 'jatim', 'kan', 'sudah', 'banyak', 'kira', 'kapan', 'dibuatkan', 'rute', 'surabayakrianmengantibunder', 'ya', 'kak', 'untuk', 'rute', 'tersebut', 'kan', 'juga', 'rame', 'siswai', 'dan', 'orang', 'kerja', 'nya', 'dan', 'jika', 'naik', 'angkutan', 'len', 'pun', 'itu', 'sulit', 'untuk', 'mencarinya', 'saya', 'harap', 'bus', 'trans', 'jatim', 'bisa', 'membuat', 'rute', 'terbaru', 'yaitu', 'rute', 'tersebut', 'ya', 'kak']","['saya', 'beri', 'masukan', 'untuk', 'bus', 'trans', 'jatim', 'semoga', 'lebih', 'maju', 'untuk', 'kedepannya', 'dan', 'bisa', 'bermanfaat', 'untuk', 'masyarakat', 'semua', 'untuk', 'bus', 'trans', 'jatim', 'kan', 'sudah', 'banyak', 'kira', 'kapan', 'dibuatkan', 'rute', 'surabayakrianmengantibunder', 'iya', 'kak', 'untuk', 'rute', 'tersebut', 'kan', 'juga', 'rame', 'siswai', 'dan', 'orang', 'kerja', 'nya', 'dan', 'jika', 'naik', 'angkutan', 'len', 'pun', 'itu', 'sulit', 'untuk', 'mencarinya', 'saya', 'harap', 'bus', 'trans', 'jatim', 'bisa', 'membuat', 'rute', 'terbaru', 'yaitu', 'rute', 'tersebut', 'iya', 'kak']","['saya', 'beri', 'masukan', 'untuk', 'bus', 'trans', 'jatim', 'semoga', 'lebih', 'maju', 'untuk', 'kedepannya', 'dan', 'bisa', 'bermanfaat', 'untuk', 'masyarakat', 'semua', 'untuk', 'bus', 'trans', 'jatim', 'kan', 'sudah', 'banyak', 'kira', 'kapan', 'dibuatkan', 'rute', 'surabayakrianmengantibunder', 'iya', 'kak', 'untuk', 'rute', 'tersebut', 'kan', 'juga', 'rame', 'siswai', 'dan', 'orang', 'kerja', 'nya', 'dan', 'jika', 'naik', 'angkutan', 'len', 'pun', 'itu', 'sulit', 'untuk', 'mencarinya', 'saya', 'harap', 'bus', 'trans', 'jatim', 'bisa', 'membuat', 'rute', 'terbaru', 'yaitu', 'rute', 'tersebut', 'iya', 'kak']","['masukan', 'bus', 'trans', 'jatim', 'semoga', 'maju', 'kedepannya', 'bermanfaat', 'masyarakat', 'bus', 'trans', 'jatim', 'dibuatkan', 'rute', 'surabayakrianmengantibunder', 'iya', 'kak', 'rute', 'rame', 'siswai', 'orang', 'kerja', 'nya', 'angkutan', 'len', 'sulit', 'mencarinya', 'harap', 'bus', 'trans', 'jatim', 'rute', 'terbaru', 'rute', 'iya', 'kak']","['masuk', 'bus', 'trans', 'jatim', 'moga', 'maju', 'depan', 'manfaat', 'masyarakat', 'bus', 'trans', 'jatim', 'buat', 'rute', 'surabayakrianmengantibunder', 'iya', 'kak', 'rute', 'rame', 'siswa', 'orang', 'kerja', 'nya', 'angkut', 'len', 'sulit', 'cari', 'harap', 'bus', 'trans', 'jatim', 'rute', 'baru', 'rute', 'iya', 'kak']",masuk bus trans jatim moga maju depan manfaat masyarakat bus trans jatim buat rute surabayakrianmengantibunder iya kak rute rame siswa orang kerja nya angkut len sulit cari harap bus trans jatim rute baru rute iya kak,"['masukan', 'bus', 'trans', 'jatim', 'semoga', 'maju', 'kedepannya', 'bermanfaat', 'masyarakat', 'bus', 'trans', 'jatim', 'dibuatkan', 'rute', 'surabayakrianmengantibunder', 'iya', 'kak', 'rute', 'rame', 'siswai', 'orang', 'kerja', 'angkutan', 'len', 'sulit', 'mencarinya', 'harap', 'bus', 'trans', 'jatim', 'rute', 'terbaru', 'rute', 'iya', 'kak']","['masuk', 'bus', 'trans', 'jatim', 'moga', 'maju', 'depan', 'manfaat', 'masyarakat', 'bus', 'trans', 'jatim', 'buat', 'rute', 'surabayakrianmengantibunder', 'iya', 'kak', 'rute', 'rame', 'siswa', 'orang', 'kerja', 'angkut', 'len', 'sulit', 'cari', 'harap', 'bus', 'trans', 'jatim', 'rute', 'baru', 'rute', 'iya', 'kak']"
Mantul,POSITIF,1,6,0,['mantul'],['mantul'],['mantul'],['mantul'],['mantul'],mantul,['mantul'],['mantul']
Semakin mudah menggunakan transportasi umum ,POSITIF,5,39,0,"['semakin', 'mudah', 'menggunakan', 'transportasi', 'umum']","['semakin', 'mudah', 'menggunakan', 'transportasi', 'umum']","['semakin', 'mudah', 'menggunakan', 'transportasi', 'umum']","['mudah', 'transportasi']","['mudah', 'transportasi']",mudah transportasi,"['mudah', 'transportasi']","['mudah', 'transportasi']"
Bagus,POSITIF,1,5,0,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],bagus,['bagus'],['bagus']
"Tolong diperbaiki lagi.. info perjalanan gak pas.. di aplikasi infonya di halte A, ditunggu di halte D ternyata sdh di halte F, jadinya ketinggalan bus.",NEGATIF,25,128,7,"['tolong', 'diperbaiki', 'lagi', 'info', 'perjalanan', 'gak', 'pas', 'di', 'aplikasi', 'infonya', 'di', 'halte', 'ditunggu', 'di', 'halte', 'ternyata', 'sdh', 'di', 'halte', 'f', 'jadinya', 'ketinggalan', 'bus']","['tolong', 'diperbaiki', 'lagi', 'info', 'perjalanan', 'tidak', 'pas', 'di', 'aplikasi', 'infonya', 'di', 'halte', 'ditunggu', 'di', 'halte', 'ternyata', 'sudah', 'di', 'halte', 'f', 'jadinya', 'ketinggalan', 'bus']","['tolong', 'diperbaiki', 'lagi', 'info', 'perjalanan', 'tidak', 'pas', 'di', 'aplikasi', 'infonya', 'di', 'halte', 'ditunggu', 'di', 'halte', 'ternyata', 'sudah', 'di', 'halte', 'f', 'jadinya', 'ketinggalan', 'bus']","['tolong', 'diperbaiki', 'info', 'perjalanan', 'pas', 'aplikasi', 'infonya', 'halte', 'ditunggu', 'halte', 'halte', 'f', 'ketinggalan', 'bus']","['tolong', 'baik', 'info', 'jalan', 'pas', 'aplikasi', 'info', 'halte', 'tunggu', 'halte', 'halte', 'f', 'tinggal', 'bus']",tolong baik info jalan pas aplikasi info halte tunggu halte halte f tinggal bus,"['tolong', 'diperbaiki', 'info', 'perjalanan', 'pas', 'aplikasi', 'infonya', 'halte', 'ditunggu', 'halte', 'halte', 'f', 'ketinggalan', 'bus']","['tolong', 'baik', 'info', 'jalan', 'pas', 'aplikasi', 'info', 'halte', 'tunggu', 'halte', 'halte', 'f', 'tinggal', 'bus']"
Sopo sing gawe proyek iki biyen yoo yoo... Proyek gak tambah nglancar no sing nge bis Malah ngruwet ne sing ngebis....,NEGATIF,21,98,7,"['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'gak', 'tambah', 'nglancar', 'sing', 'nge', 'bis', 'malah', 'ngruwet', 'ne', 'sing', 'ngebis']","['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'tidak', 'tambah', 'nglancar', 'sing', 'nge', 'bus', 'malah', 'ngruwet', 'ne', 'sing', 'ngebis']","['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'tidak', 'tambah', 'nglancar', 'sing', 'nge', 'bus', 'malah', 'ngruwet', 'ne', 'sing', 'ngebis']","['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'nglancar', 'sing', 'nge', 'bus', 'ngruwet', 'ne', 'sing', 'ngebis']","['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'nglancar', 'sing', 'nge', 'bus', 'ngruwet', 'ne', 'sing', 'ngebis']",sopo sing gawe proyek iki biyen yoo yoo proyek nglancar sing nge bus ngruwet ne sing ngebis,"['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'nglancar', 'sing', 'nge', 'bus', 'ngruwet', 'ne', 'sing', 'ngebis']","['sopo', 'sing', 'gawe', 'proyek', 'iki', 'biyen', 'yoo', 'yoo', 'proyek', 'nglancar', 'sing', 'nge', 'bus', 'ngruwet', 'ne', 'sing', 'ngebis']"
"Bis terlalu kecil,,dan nunggu sangat lama",NEGATIF,6,36,2,"['bis', 'terlalu', 'kecildan', 'nunggu', 'sangat', 'lama']","['bus', 'terlalu', 'kecildan', 'menunggu', 'sangat', 'lama']","['bus', 'terlalu', 'kecildan', 'menunggu', 'sangat', 'lama']","['bus', 'kecildan', 'menunggu']","['bus', 'kecildan', 'tunggu']",bus kecildan tunggu,"['bus', 'kecildan', 'menunggu']","['bus', 'kecildan', 'tunggu']"
"Tolong dong untuk rute tujuanya di perbanyak lagi , kalau bisa di seluruh kecamatan di Sidoarjo , dan untuk jumlah armada BUS di perbanyak lagi Yakin deh kalau transportasi umum sudah bagus bakalan banyak yg minat naik transportasi ini Semoga di dengarkan yaa",NEGATIF,43,217,2,"['tolong', 'dong', 'untuk', 'rute', 'tujuanya', 'di', 'perbanyak', 'lagi', 'kalau', 'bisa', 'di', 'seluruh', 'kecamatan', 'di', 'sidoarjo', 'dan', 'untuk', 'jumlah', 'armada', 'bus', 'di', 'perbanyak', 'lagi', 'yakin', 'deh', 'kalau', 'transportasi', 'umum', 'sudah', 'bagus', 'bakalan', 'banyak', 'yg', 'minat', 'naik', 'transportasi', 'ini', 'semoga', 'di', 'dengarkan', 'yaa']","['tolong', '', 'untuk', 'rute', 'tujuanya', 'di', 'perbanyak', 'lagi', 'kalau', 'bisa', 'di', 'seluruh', 'kecamatan', 'di', 'sidoarjo', 'dan', 'untuk', 'jumlah', 'armada', 'bus', 'di', 'perbanyak', 'lagi', 'yakin', '', 'kalau', 'transportasi', 'umum', 'sudah', 'bagus', 'bakalan', 'banyak', 'yang', 'minat', 'naik', 'transportasi', 'ini', 'semoga', 'di', 'dengarkan', 'yaa']","['tolong', '', 'untuk', 'rute', 'tujuanya', 'di', 'perbanyak', 'lagi', 'kalau', 'bisa', 'di', 'seluruh', 'kecamatan', 'di', 'sidoarjo', 'dan', 'untuk', 'jumlah', 'armada', 'bus', 'di', 'perbanyak', 'lagi', 'yakin', '', 'kalau', 'transportasi', 'umum', 'sudah', 'bagus', 'bakalan', 'banyak', 'yang', 'minat', 'naik', 'transportasi', 'ini', 'semoga', 'di', 'dengarkan', 'yaa']","['tolong', '', 'rute', 'tujuanya', 'perbanyak', 'kecamatan', 'sidoarjo', 'armada', 'bus', 'perbanyak', '', 'transportasi', 'bagus', 'minat', 'transportasi', 'semoga', 'dengarkan', 'yaa']","['tolong', '', 'rute', 'tujuanya', 'banyak', 'camat', 'sidoarjo', 'armada', 'bus', 'banyak', '', 'transportasi', 'bagus', 'minat', 'transportasi', 'moga', 'dengar', 'yaa']",tolong  rute tujuanya banyak camat sidoarjo armada bus banyak  transportasi bagus minat transportasi moga dengar yaa,"['tolong', '', 'rute', 'tujuanya', 'perbanyak', 'kecamatan', 'sidoarjo', 'armada', 'bus', 'perbanyak', '', 'transportasi', 'bagus', 'minat', 'transportasi', 'semoga', 'dengarkan', 'yaa']","['tolong', '', 'rute', 'tujuanya', 'banyak', 'camat', 'sidoarjo', 'armada', 'bus', 'banyak', '', 'transportasi', 'bagus', 'minat', 'transportasi', 'moga', 'dengar', 'yaa']"
perbanyak bis/bikin panjang,NEGATIF,3,25,1,"['perbanyak', 'bisbikin', 'panjang']","['perbanyak', 'bisbikin', 'panjang']","['perbanyak', 'bisbikin', 'panjang']","['perbanyak', 'bisbikin']","['banyak', 'bisbikin']",banyak bisbikin,"['perbanyak', 'bisbikin']","['banyak', 'bisbikin']"
ok bagus,POSITIF,2,7,0,"['ok', 'bagus']","['ok', 'bagus']","['ok', 'bagus']","['ok', 'bagus']","['ok', 'bagus']",ok bagus,"['ok', 'bagus']","['ok', 'bagus']"
"Tolong ditambah lagi armadanya kalau pagi sampai jam 8 banyakin arah Gresik, terbukti lebih banyak yg ke Gresik daripada Sidoarjo sedangkan jumlah armada tidak bertambah, sering overload, banyak wanita berdiri, tolong pramugara/i menegur pria muda yg duduk di kursi, driver tolong jalan agak cepat kasihan orang2 yg berdiri",NEGATIF,48,276,6,"['tolong', 'ditambah', 'lagi', 'armadanya', 'kalau', 'pagi', 'sampai', 'jam', 'banyakin', 'arah', 'gresik', 'terbukti', 'lebih', 'banyak', 'yg', 'ke', 'gresik', 'daripada', 'sidoarjo', 'sedangkan', 'jumlah', 'armada', 'tidak', 'bertambah', 'sering', 'overload', 'banyak', 'wanita', 'berdiri', 'tolong', 'pramugarai', 'menegur', 'pria', 'muda', 'yg', 'duduk', 'di', 'kursi', 'driver', 'tolong', 'jalan', 'agak', 'cepat', 'kasihan', 'orang', 'yg', 'berdiri']","['tolong', 'ditambah', 'lagi', 'armadanya', 'kalau', 'pagi', 'sampai', 'jam', 'banyak', 'arah', 'gresik', 'terbukti', 'lebih', 'banyak', 'yang', 'ke', 'gresik', 'daripada', 'sidoarjo', 'sedangkan', 'jumlah', 'armada', 'tidak', 'bertambah', 'sering', 'kelebihan muatan', 'banyak', 'wanita', 'berdiri', 'tolong', 'pramugarai', 'menegur', 'pria', 'muda', 'yang', 'duduk', 'di', 'kursi', 'driver', 'tolong', 'jalan', 'agak', 'cepat', 'kasihanlah', 'orang', 'yang', 'berdiri']","['tolong', 'ditambah', 'lagi', 'armadanya', 'kalau', 'pagi', 'sampai', 'jam', 'banyak', 'arah', 'gresik', 'terbukti', 'lebih', 'banyak', 'yang', 'ke', 'gresik', 'daripada', 'sidoarjo', 'sedangkan', 'jumlah', 'armada', 'tidak', 'bertambah', 'sering', 'kelebihan muatan', 'banyak', 'wanita', 'berdiri', 'tolong', 'pramugarai', 'menegur', 'pria', 'muda', 'yang', 'duduk', 'di', 'kursi', 'driver', 'tolong', 'jalan', 'agak', 'cepat', 'kasihanlah', 'orang', 'yang', 'berdiri']","['tolong', 'ditambah', 'armadanya', 'pagi', 'jam', 'arah', 'gresik', 'terbukti', 'gresik', 'sidoarjo', 'armada', 'bertambah', 'kelebihan muatan', 'wanita', 'berdiri', 'tolong', 'pramugarai', 'menegur', 'pria', 'muda', 'duduk', 'kursi', 'driver', 'tolong', 'jalan', 'cepat', 'kasihanlah', 'orang', 'berdiri']","['tolong', 'tambah', 'armada', 'pagi', 'jam', 'arah', 'gresik', 'bukti', 'gresik', 'sidoarjo', 'armada', 'tambah', 'lebih muat', 'wanita', 'diri', 'tolong', 'pramugara', 'tegur', 'pria', 'muda', 'duduk', 'kursi', 'driver', 'tolong', 'jalan', 'cepat', 'kasihan', 'orang', 'diri']",tolong tambah armada pagi jam arah gresik bukti gresik sidoarjo armada tambah lebih muat wanita diri tolong pramugara tegur pria muda duduk kursi driver tolong jalan cepat kasihan orang diri,"['tolong', 'ditambah', 'armadanya', 'pagi', 'jam', 'arah', 'gresik', 'terbukti', 'gresik', 'sidoarjo', 'armada', 'bertambah', 'kelebihan muatan', 'wanita', 'berdiri', 'tolong', 'pramugarai', 'menegur', 'pria', 'muda', 'duduk', 'kursi', 'driver', 'tolong', 'jalan', 'cepat', 'kasihanlah', 'orang', 'berdiri']","['tolong', 'tambah', 'armada', 'pagi', 'jam', 'arah', 'gresik', 'bukti', 'gresik', 'sidoarjo', 'armada', 'tambah', 'lebih muat', 'wanita', 'diri', 'tolong', 'pramugara', 'tegur', 'pria', 'muda', 'duduk', 'kursi', 'driver', 'tolong', 'jalan', 'cepat', 'kasihan', 'orang', 'diri']"
"Jumlah halte di perbanyak, seperti di ramayana sidoarjo yang sisi utara",NEGATIF,11,61,1,"['jumlah', 'halte', 'di', 'perbanyak', 'seperti', 'di', 'ramayana', 'sidoarjo', 'yang', 'sisi', 'utara']","['jumlah', 'halte', 'di', 'perbanyak', 'seperti', 'di', 'ramayana', 'sidoarjo', 'yang', 'sisi', 'utara']","['jumlah', 'halte', 'di', 'perbanyak', 'seperti', 'di', 'ramayana', 'sidoarjo', 'yang', 'sisi', 'utara']","['halte', 'perbanyak', 'ramayana', 'sidoarjo', 'sisi', 'utara']","['halte', 'banyak', 'ramayana', 'sidoarjo', 'sisi', 'utara']",halte banyak ramayana sidoarjo sisi utara,"['halte', 'perbanyak', 'ramayana', 'sidoarjo', 'sisi', 'utara']","['halte', 'banyak', 'ramayana', 'sidoarjo', 'sisi', 'utara']"
Tolong bus nya jangan kebanyakan berhenti di terminal. Masih banyak bus tapi tidak beroperasi. Jumlah penumpang sudah melebihi kapasitas bus tp bus tetap banyak yang berhenti.,NEGATIF,26,150,3,"['tolong', 'bus', 'nya', 'jangan', 'kebanyakan', 'berhenti', 'di', 'terminal', 'masih', 'banyak', 'bus', 'tapi', 'tidak', 'beroperasi', 'jumlah', 'penumpang', 'sudah', 'melebihi', 'kapasitas', 'bus', 'tp', 'bus', 'tetap', 'banyak', 'yang', 'berhenti']","['tolong', 'bus', 'nya', 'jangan', 'kebanyakan', 'berhenti', 'di', 'terminal', 'masih', 'banyak', 'bus', 'tapi', 'tidak', 'beroperasi', 'jumlah', 'penumpang', 'sudah', 'melebihi', 'kapasitas', 'bus', 'tapi', 'bus', 'tetap', 'banyak', 'yang', 'berhenti']","['tolong', 'bus', 'nya', 'jangan', 'kebanyakan', 'berhenti', 'di', 'terminal', 'masih', 'banyak', 'bus', 'tapi', 'tidak', 'beroperasi', 'jumlah', 'penumpang', 'sudah', 'melebihi', 'kapasitas', 'bus', 'tapi', 'bus', 'tetap', 'banyak', 'yang', 'berhenti']","['tolong', 'bus', 'nya', 'kebanyakan', 'berhenti', 'terminal', 'bus', 'beroperasi', 'penumpang', 'melebihi', 'kapasitas', 'bus', 'bus', 'berhenti']","['tolong', 'bus', 'nya', 'banyak', 'henti', 'terminal', 'bus', 'operasi', 'tumpang', 'lebih', 'kapasitas', 'bus', 'bus', 'henti']",tolong bus nya banyak henti terminal bus operasi tumpang lebih kapasitas bus bus henti,"['tolong', 'bus', 'kebanyakan', 'berhenti', 'terminal', 'bus', 'beroperasi', 'penumpang', 'melebihi', 'kapasitas', 'bus', 'bus', 'berhenti']","['tolong', 'bus', 'banyak', 'henti', 'terminal', 'bus', 'operasi', 'tumpang', 'lebih', 'kapasitas', 'bus', 'bus', 'henti']"
"Lama banget menunggu dari 9:30 hampir 3 jam... Baru 3 bis lewat dan itu penuh, supir kurang ramah... Teriak teriak... Kerja sampai telat... Masih bagus pelayanan bus Surabaya....",NEGATIF,28,151,18,"['lama', 'banget', 'menunggu', 'dari', 'hampir', 'jam', 'baru', 'bis', 'lewat', 'dan', 'itu', 'penuh', 'supir', 'kurang', 'ramah', 'teriak', 'teriak', 'kerja', 'sampai', 'telat', 'masih', 'bagus', 'pelayanan', 'bus', 'surabaya']","['lama', 'banget', 'menunggu', 'dari', 'hampir', 'jam', 'baru', 'bus', 'lewat', 'dan', 'itu', 'penuh', 'supir', 'kurang', 'ramah', 'teriak', 'teriak', 'kerja', 'sampai', 'telat', 'masih', 'bagus', 'pelayanan', 'bus', 'surabaya']","['lama', 'banget', 'menunggu', 'dari', 'hampir', 'jam', 'baru', 'bus', 'lewat', 'dan', 'itu', 'penuh', 'supir', 'kurang', 'ramah', 'teriak', 'teriak', 'kerja', 'sampai', 'telat', 'masih', 'bagus', 'pelayanan', 'bus', 'surabaya']","['banget', 'menunggu', 'jam', 'bus', 'penuh', 'supir', 'ramah', 'teriak', 'teriak', 'kerja', 'telat', 'bagus', 'pelayanan', 'bus', 'surabaya']","['banget', 'tunggu', 'jam', 'bus', 'penuh', 'supir', 'ramah', 'teriak', 'teriak', 'kerja', 'telat', 'bagus', 'layan', 'bus', 'surabaya']",banget tunggu jam bus penuh supir ramah teriak teriak kerja telat bagus layan bus surabaya,"['banget', 'menunggu', 'jam', 'bus', 'penuh', 'supir', 'ramah', 'teriak', 'teriak', 'kerja', 'telat', 'bagus', 'pelayanan', 'bus', 'surabaya']","['banget', 'tunggu', 'jam', 'bus', 'penuh', 'supir', 'ramah', 'teriak', 'teriak', 'kerja', 'telat', 'bagus', 'layan', 'bus', 'surabaya']"
